artist,song,year,decade,genre,popularity,danceability,energy,valence,tempo,loudness_norm,hit_formula_score
Zara Larsson,Never Forget You,2017,2010s,"pop, Dance/Electronic",73,0.583,0.732,0.276,145.992,0.7306057910860757,0.5957
MNEK,Never Forget You,2015,2010s,Dance/Electronic,45,0.583,0.732,0.276,145.992,0.7306057910860757,0.5957
Nickelback,Gotta Be Somebody,2008,2000s,"rock, metal",62,0.536,0.89,0.205,115.998,0.7556082616859373,0.5956
Diddy - Dirty Money,Coming Home,2010,2010s,"hip hop, pop, R&B",69,0.392,0.839,0.232,168.001,0.9187172645518332,0.5956
PARTYNEXTDOOR,Not Nice,2016,2010s,"hip hop, pop, R&B",62,0.598,0.496,0.725,128.06,0.55366142899496,0.5955
J. Cole,Power Trip (feat. Miguel),2013,2010s,hip hop,0,0.667,0.61,0.465,99.991,0.665085482755213,0.5954
Ashanti,Baby,2002,2000s,"hip hop, pop, R&B",55,0.567,0.58,0.46,157.596,0.7291728431663208,0.5953
James Morrison,Wonderful World,2006,2000s,"pop, R&B",49,0.474,0.71,0.591,78.969,0.7860460519814211,0.5953
Madonna,Hung Up,2005,2000s,pop,74,0.649,0.647,0.405,125.02,0.633412392528906,0.595
Audioslave,Like a Stone,2002,2000s,"rock, metal",75,0.614,0.568,0.516,107.849,0.7430082023915406,0.5948
Sebastian Ingrosso,Reload - Radio Edit,2013,2010s,"pop, Dance/Electronic",68,0.485,0.724,0.433,128.045,0.7847119280561321,0.5948
Usher,My Boo,2004,2000s,"hip hop, pop, R&B",76,0.662,0.507,0.676,86.412,0.606581678031426,0.5947
Kesha,C'Mon,2012,2010s,"pop, Dance/Electronic",0,0.558,0.781,0.286,126.025,0.7444411503112955,0.5945
Craig David,Don't Love You No More (I'm Sorry),2005,2000s,"hip hop, pop, R&B",56,0.636,0.558,0.572,100.113,0.6639984188160885,0.5944
Chris Brown,Beautiful People,2019,2010s,"hip hop, pop, R&B",53,0.415,0.775,0.536,127.898,0.6990809368514675,0.5943
Red Hot Chili Peppers,By the Way,2002,2000s,rock,73,0.451,0.97,0.198,122.444,0.769641268900089,0.5941
John Newman,Love Me Again,2013,2010s,set(),74,0.495,0.894,0.213,126.03,0.775768356556972,0.594
Jon Bellion,All Time Low,2016,2010s,"hip hop, pop",70,0.617,0.567,0.505,90.246,0.8067002668247851,0.594
Calvin Harris,Blame (feat. John Newman),2014,2010s,"hip hop, pop, Dance/Electronic",75,0.414,0.857,0.348,128.024,0.8121355865204072,0.5939
Nickelback,Far Away,2005,2000s,"rock, metal",70,0.518,0.797,0.293,132.918,0.7590176894950095,0.5936
Eminem,Like Toy Soldiers,2004,2000s,hip hop,48,0.52,0.768,0.398,79.178,0.8412392528906018,0.5934
Eminem,Like Toy Soldiers,2004,2000s,hip hop,67,0.52,0.768,0.398,79.178,0.8412392528906018,0.5934
David Guetta,This One's for You (feat. Zara Larsson) (Official Song UEFA EURO 2016),2016,2010s,"hip hop, pop, Dance/Electronic",68,0.367,0.915,0.365,110.169,0.8428698487992885,0.5934
Mark Ronson,Nothing Breaks Like a Heart (feat. Miley Cyrus),2018,2010s,pop,79,0.601,0.794,0.244,114.066,0.724873999407056,0.5934
Rae Sremmurd,No Type,2015,2010s,"hip hop, pop",71,0.891,0.486,0.239,125.01,0.6280758968277497,0.5933
Ariana Grande,Dangerous Woman,2016,2010s,pop,0,0.677,0.604,0.297,134.052,0.7507658859571104,0.5931
Mariah Carey,Don't Forget About Us - Radio Edit,2005,2000s,"pop, R&B",0,0.7,0.529,0.386,143.555,0.6768455380966499,0.5928
The Weeknd,Pray For Me (with Kendrick Lamar),2018,2010s,"pop, R&B",69,0.735,0.677,0.188,100.584,0.7676153770135389,0.5928
Michelle Branch,All You Wanted,2001,2000s,"pop, Folk/Acoustic",60,0.499,0.72,0.652,96.103,0.563939124419409,0.5927
Bad Bunny,Callaita,2019,2010s,latin,81,0.61,0.624,0.244,176.169,0.7777942484435221,0.5926
Carl Thomas,I Wish,2000,2000s,"pop, R&B",52,0.736,0.666,0.224,89.824,0.7700859768751853,0.5925
Taylor Swift,Wildest Dreams,2014,2010s,pop,78,0.553,0.664,0.467,140.06,0.64714892775966,0.5924
Drake,Headlines,2011,2010s,"hip hop, pop, R&B",74,0.636,0.566,0.425,151.894,0.6598478110485225,0.5922
Chad Kroeger,Hero (feat. Josey Scott),2003,2000s,metal,66,0.427,0.843,0.304,147.387,0.7893072437987944,0.5917
Akon,Don't Matter,2006,2000s,pop,52,0.801,0.454,0.34,125.139,0.7154363079355668,0.5917
Kygo,Stole the Show,2016,2010s,"pop, Dance/Electronic",74,0.64,0.635,0.475,100.034,0.6398359521691867,0.5917
Alok,Hear Me Now,2016,2010s,"pop, Dance/Electronic",51,0.788,0.43,0.461,121.996,0.6303488487004645,0.5917
The Calling,Wherever You Will Go,2001,2000s,pop,72,0.558,0.719,0.371,112.027,0.7609941693843265,0.5915
David Guetta,Flames,2018,2010s,"hip hop, pop, Dance/Electronic",59,0.631,0.649,0.421,93.95,0.7225022235398755,0.5911
E-40,U and Dat (feat. T. Pain & Kandi Girl),2006,2000s,"hip hop, pop",63,0.858,0.484,0.329,99.992,0.6456171558454392,0.591
Jeremih,oui,2015,2010s,"hip hop, pop, R&B",77,0.418,0.724,0.604,78.521,0.8296274335408637,0.5909
T.I.,What You Know,2006,2000s,"hip hop, pop",64,0.551,0.81,0.332,73.464,0.7979543433145568,0.5906
Martin Garrix,Animals - Radio Edit,2013,2010s,"pop, Dance/Electronic",0,0.593,0.914,0.0381,128.015,0.7492341140428896,0.5904
Usher,Hey Daddy (Daddy's Home),2010,2010s,"hip hop, pop, R&B",60,0.59,0.698,0.352,95.975,0.8030437790295484,0.5903
Lady A,Need You Now,2010,2010s,"pop, country",73,0.581,0.717,0.316,107.884,0.7945943275027176,0.5899
Evanescence,Call Me When You're Sober,2006,2000s,metal,65,0.45,0.883,0.328,93.41,0.8113449945646802,0.5898
112,It's Over Now,2001,2000s,"hip hop, pop, R&B",57,0.66,0.71,0.233,97.988,0.7892578318015614,0.5895
The Raconteurs,"Steady, As She Goes",2006,2000s,rock,56,0.525,0.578,0.537,123.696,0.788170767862437,0.5895
Linkin Park,Numb,2003,2000s,"rock, metal",81,0.496,0.863,0.243,110.018,0.8084296867279376,0.5894
Imagine Dragons,Demons,2012,2010s,rock,81,0.505,0.71,0.428,89.938,0.8646605395790098,0.5893
Iyaz,Replay,2009,2000s,"hip hop, pop",75,0.706,0.751,0.195,91.031,0.7012056527324834,0.5892
P!nk,F**kin' Perfect,2010,2010s,pop,60,0.563,0.671,0.45,91.964,0.7770530684850281,0.5892
Miguel,Sure Thing,2010,2010s,"pop, R&B",78,0.684,0.607,0.498,81.001,0.6120664097242811,0.5889
Frank Ocean,Pink + White,2016,2010s,"hip hop, pop, R&B",79,0.544,0.552,0.554,159.738,0.6455183318509734,0.5887
Fabolous,Make Me Better,2007,2000s,"hip hop, pop, R&B",62,0.607,0.599,0.562,86.491,0.6733866982903449,0.5885
Pia Mia,Do It Again,2015,2010s,"pop, R&B",72,0.712,0.564,0.411,95.95,0.691125605296966,0.5884
Hugh Jackman,The Greatest Show,2017,2010s,easy listening,72,0.417,0.824,0.4,157.92,0.649965411601937,0.5876
Alex Clare,Too Close,2011,2010s,rock,60,0.588,0.694,0.271,126.027,0.8022531870738215,0.5875
MGMT,Kids,2007,2000s,rock,77,0.451,0.931,0.172,122.961,0.8223638699476233,0.5873
Ne-Yo,Sexy Love,2006,2000s,"pop, R&B",67,0.693,0.516,0.494,94.02,0.6951279770728332,0.587
Rihanna,Diamonds,2012,2010s,"hip hop, pop, R&B",75,0.564,0.71,0.393,91.972,0.7705306848502816,0.5869
Taylor Swift,Bad Blood,2015,2010s,pop,70,0.654,0.655,0.221,170.16,0.6485818756794149,0.5865
Travis Scott,BUTTERFLY EFFECT,2017,2010s,"hip hop, Dance/Electronic",0,0.763,0.598,0.182,140.987,0.6744243502322363,0.5865
The Chainsmokers,Something Just Like This,2017,2010s,"pop, Dance/Electronic",83,0.617,0.635,0.446,103.019,0.6791679019665975,0.5864
A Boogie Wit da Hoodie,Swervin (feat. 6ix9ine),2018,2010s,hip hop,75,0.581,0.662,0.434,93.023,0.7547682577329775,0.5863
Chris Brown,Deuces (feat. Tyga & Kevin McCall),2011,2010s,"hip hop, pop, R&B",68,0.692,0.736,0.217,73.987,0.7611918173732583,0.5862
ScHoolboy Q,Hands on the Wheel (feat. Asap Rocky),2012,2010s,"hip hop, pop",61,0.646,0.784,0.179,127.839,0.6444806799090819,0.5862
Timbaland,If We Ever Meet Again (Featuring Katy Perry),2009,2000s,"hip hop, pop, R&B",68,0.652,0.605,0.394,126.091,0.6494218796323747,0.5861
James Morrison,Broken Strings,2008,2000s,"pop, R&B",70,0.57,0.717,0.321,111.91,0.7708271568336792,0.586
James Morrison,Broken Strings,2008,2000s,"pop, R&B",70,0.57,0.717,0.321,111.91,0.7708271568336792,0.586
Ellie Goulding,Burn,2014,2010s,"pop, rock, Dance/Electronic",70,0.559,0.777,0.329,87.016,0.7650459531574266,0.586
Ellie Goulding,Burn,2014,2010s,"pop, rock, Dance/Electronic",70,0.559,0.777,0.329,87.016,0.7650459531574266,0.586
Mario,Let Me Love You,2004,2000s,"pop, R&B",72,0.656,0.578,0.556,94.514,0.5704120960569226,0.5853
Miley Cyrus,We Can't Stop,2013,2010s,pop,78,0.613,0.622,0.484,80.003,0.7273445992687024,0.5853
Lorde,Team,2013,2010s,"pop, Dance/Electronic",0,0.691,0.582,0.427,100.05,0.6458148038343711,0.5851
MØ,Final Song,2016,2010s,"pop, Dance/Electronic",66,0.695,0.672,0.245,104.988,0.71177982014033,0.5848
Lady A,Just A Kiss,2011,2010s,"pop, country",63,0.593,0.639,0.332,142.881,0.7257634153572488,0.5844
Avril Lavigne,Nobody's Home,2004,2000s,pop,61,0.348,0.907,0.177,185.406,0.8327898013637711,0.5842
Akon,Lonely,2004,2000s,pop,21,0.629,0.532,0.619,90.098,0.6242711730408144,0.5842
Mustard,Pure Water (with Migos),2019,2010s,"hip hop, pop",75,0.682,0.559,0.137,202.015,0.7396481865797015,0.5837
Katy Perry,Dark Horse,2013,2010s,pop,74,0.647,0.585,0.353,131.934,0.711088052179069,0.5836
Bobby Shmurda,Hot N*gga,2014,2010s,"hip hop, pop",73,0.794,0.51,0.18,167.879,0.6522383634746516,0.5835
Big Sean,Bounce Back,2017,2010s,"hip hop, pop",71,0.78,0.575,0.273,81.502,0.7355469908093685,0.5834
Vance Joy,Riptide,2014,2010s,"rock, pop",80,0.484,0.731,0.51,101.654,0.6828738017590671,0.5832
Beyoncé,Drunk in Love (feat. Jay-Z),2014,2010s,"pop, R&B",70,0.589,0.621,0.401,140.03,0.672596106334618,0.5831
Destiny's Child,Cater 2 U,2004,2000s,"pop, R&B",58,0.605,0.584,0.464,125.802,0.6656290147247752,0.583
Monica,So Gone,2003,2000s,"pop, R&B",64,0.618,0.552,0.586,81.975,0.6745231742267023,0.5828
JAY-Z,Young Forever,2009,2000s,hip hop,65,0.637,0.69,0.103,140.329,0.8548275521296571,0.5826
Charli Baltimore,Down 4 U,2002,2000s,pop,47,0.64,0.59,0.519,83.133,0.6459136278288368,0.5818
Ne-Yo,Let Me Love You (Until You Learn To Love Yourself),2012,2010s,"pop, R&B",69,0.658,0.677,0.248,124.91,0.6861349935764404,0.5816
Lorde,Team,2013,2010s,"pop, Dance/Electronic",76,0.69,0.578,0.416,99.961,0.6462100998122344,0.5816
Avicii,Lonely Together (feat. Rita Ora),2017,2010s,"pop, Dance/Electronic",53,0.655,0.666,0.272,102.977,0.7513094179266725,0.5816
Elliott Yamin,Wait for You,2007,2000s,set(),58,0.764,0.487,0.352,116.027,0.6808973218697499,0.5815
Kygo,It Ain't Me (with Selena Gomez),2017,2010s,"pop, Dance/Electronic",75,0.64,0.533,0.515,99.968,0.687716177487894,0.5814
Zedd,Clarity,2012,2010s,"hip hop, pop, Dance/Electronic",0,0.523,0.78,0.193,128.006,0.8424745528214251,0.5809
Armin van Buuren,This Is What It Feels Like,2013,2010s,"pop, Dance/Electronic",66,0.551,0.833,0.145,129.885,0.755855321672102,0.5809
5 Seconds of Summer,Easier,2019,2010s,pop,1,0.505,0.428,0.618,175.813,0.7367328787429588,0.5805
Otto Knows,Million Voices - Radio Edit,2012,2010s,"pop, Dance/Electronic",0,0.582,0.894,0.0694,125.946,0.7024409526633066,0.5803
Chris Brown,Yo (Excuse Me Miss),2005,2000s,"hip hop, pop, R&B",69,0.536,0.612,0.57,86.768,0.7247257634153572,0.5799
Taylor Swift,I Knew You Were Trouble.,2012,2010s,pop,59,0.622,0.469,0.679,77.019,0.6777349540468426,0.5798
Taylor Swift,I Knew You Were Trouble.,2012,2010s,pop,76,0.622,0.469,0.679,77.019,0.6777349540468426,0.5798
Ariana Grande,God is a woman,2018,2010s,pop,78,0.602,0.658,0.268,145.031,0.7204269196560924,0.5793
OneRepublic,Stop And Stare,2007,2000s,pop,59,0.492,0.859,0.251,92.474,0.8024508350627532,0.5792
alt-J,Breezeblocks,2012,2010s,rock,71,0.616,0.656,0.286,150.071,0.6530289554303784,0.579
Ginuwine,In Those Jeans,2003,2000s,"hip hop, pop, R&B",59,0.691,0.541,0.319,127.683,0.7234410514873011,0.5787
Chris Brown,Gimme That,2005,2000s,"hip hop, pop, R&B",63,0.678,0.572,0.444,87.165,0.6661231346971044,0.5787
Lana Del Rey,Doin' Time,2019,2010s,pop,80,0.641,0.559,0.523,144.982,0.4635833580393319,0.5787
Keyshia Cole,Love,2005,2000s,"hip hop, pop, R&B",72,0.688,0.519,0.318,116.714,0.801907303093191,0.5784
Hayden James,NUMB,2019,2010s,"pop, Dance/Electronic",47,0.617,0.558,0.4,147.932,0.6654807787330764,0.5784
Ludacris,Money Maker,2006,2000s,"hip hop, pop",62,0.551,0.598,0.612,78.756,0.6781302500247061,0.5783
MiMS,This Is Why I'm Hot,2007,2000s,"hip hop, pop",59,0.621,0.6,0.485,80.021,0.6999209408044272,0.5783
Offset,Ric Flair Drip (with Metro Boomin),2017,2010s,"hip hop, pop",80,0.88,0.428,0.333,100.007,0.6045063741476431,0.5783
Nelly,Over And Over,2004,2000s,"hip hop, pop, R&B",61,0.644,0.517,0.464,169.799,0.518529498962348,0.5779
Rascal Flatts,What Hurts The Most,2006,2000s,country,69,0.537,0.674,0.33,136.002,0.759956517442435,0.5776
Rihanna,Take A Bow,2008,2000s,"hip hop, pop, R&B",74,0.697,0.467,0.572,82.082,0.6412689000889416,0.5775
Eminem,Mockingbird,2004,2000s,hip hop,77,0.637,0.678,0.254,84.039,0.8259709457456271,0.5773
Tove Lo,Cool Girl,2016,2010s,"pop, Dance/Electronic",0,0.674,0.71,0.234,101.983,0.665678426722008,0.5773
Wayne Wonder,No Letting Go,2003,2000s,"hip hop, R&B",63,0.496,0.819,0.317,100.215,0.7341634548868465,0.5772
Lauv,I Like Me Better,2018,2010s,"pop, Dance/Electronic",81,0.752,0.505,0.419,91.97,0.6370688803241427,0.5772
Alessia Cara,Scars To Your Beautiful,2016,2010s,"pop, R&B",76,0.319,0.739,0.449,194.169,0.7300128471192805,0.5768
Future,Mask Off,2017,2010s,"hip hop, pop",79,0.833,0.434,0.281,150.062,0.579059195572685,0.5765
50 Cent,Just A Lil Bit,2005,2000s,"hip hop, pop",76,0.489,0.692,0.527,96.946,0.6839608656981915,0.5762
Kanye West,Flashing Lights,2007,2000s,hip hop,52,0.639,0.628,0.43,90.482,0.6391935962051586,0.5758
Coldplay,Clocks,2002,2000s,"rock, pop",79,0.577,0.749,0.255,130.97,0.6571301512007115,0.5754
Coldplay,Clocks,2002,2000s,"rock, pop",79,0.577,0.749,0.255,130.97,0.6571301512007115,0.5754
The Chainsmokers,Sick Boy,2018,2010s,"pop, Dance/Electronic",69,0.663,0.577,0.454,89.996,0.6421583160391342,0.5753
Rich The Kid,Plug Walk,2018,2010s,"hip hop, pop",72,0.876,0.519,0.158,94.981,0.6909279573080345,0.5753
Robbie Williams,Somethin' Stupid,2001,2000s,"pop, rock",64,0.654,0.515,0.677,106.191,0.41155252495305855,0.5752
Beyoncé,Halo,2008,2000s,"pop, R&B",74,0.508,0.72,0.472,79.983,0.7217116315841485,0.575
Akon,I Wanna Love You,2006,2000s,pop,53,0.865,0.45,0.352,99.989,0.5498072932107916,0.5749
Of Monsters and Men,Little Talks,2012,2010s,"pop, rock, Folk/Acoustic",79,0.457,0.757,0.417,102.961,0.7578318015614192,0.5749
Lorde,Homemade Dynamite - REMIX,2017,2010s,"pop, Dance/Electronic",8,0.781,0.548,0.175,106.996,0.7667259610633461,0.5748
Justin Bieber,Boyfriend,2012,2010s,pop,63,0.717,0.55,0.331,96.979,0.7162268998912936,0.5747
Steps,It's the Way You Make Me Feel,2000,2000s,"pop, Dance/Electronic",53,0.573,0.665,0.347,105.006,0.7625753532957802,0.5744
Natalie Imbruglia,Shiver,2005,2000s,"pop, Folk/Acoustic",52,0.489,0.798,0.309,94.163,0.7917778436604408,0.5738
Kanye West,Good Life,2007,2000s,hip hop,45,0.439,0.808,0.487,82.962,0.6736337582765095,0.5736
Lil Wayne,Right Above It,2010,2010s,"hip hop, pop",68,0.376,0.841,0.463,76.052,0.7987943472675166,0.5735
Liam Payne,For You (Fifty Shades Freed) (& Rita Ora),2018,2010s,pop,62,0.541,0.787,0.2,113.0,0.7854531080146259,0.5734
Travis,Sing,2001,2000s,"rock, pop",68,0.33,0.905,0.259,163.142,0.7642553612016997,0.5733
Baauer,Harlem Shake,2013,2010s,Dance/Electronic,57,0.452,0.794,0.282,137.825,0.7591165134894753,0.5733
Beyoncé,"Me, Myself and I",2003,2000s,"pop, R&B",62,0.75,0.458,0.536,83.61,0.5643838323945053,0.5732
Take That,Rule The World - Radio Edit,2007,2000s,pop,58,0.357,0.774,0.348,164.054,0.8048226109299338,0.573
Machine Gun Kelly,"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",2017,2010s,"hip hop, pop",71,0.653,0.718,0.216,82.034,0.7551141417136081,0.5729
One Direction,Story of My Life,2013,2010s,pop,81,0.6,0.663,0.286,121.07,0.7269493032908391,0.5725
Chris Brown,Don't Wake Me Up,2012,2010s,"hip hop, pop, R&B",62,0.602,0.691,0.206,127.967,0.7568435616167606,0.5721
Take That,Patience,2006,2000s,pop,64,0.309,0.783,0.372,175.788,0.8083802747307046,0.572
Take That,Patience,2006,2000s,pop,64,0.309,0.783,0.372,175.788,0.8083802747307046,0.572
Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),2016,2010s,pop,79,0.728,0.563,0.352,100.017,0.6157228975195177,0.5719
Taylor Swift,Back To December,2010,2010s,pop,65,0.529,0.67,0.286,141.893,0.7832295681391441,0.5718
Justin Timberlake,Summer Love,2006,2000s,pop,66,0.606,0.591,0.477,95.802,0.6564877952366834,0.5713
Post Malone,Goodbyes (Feat. Young Thug),2019,2010s,hip hop,1,0.58,0.653,0.175,150.231,0.8249827058009684,0.5711
All Saints,Pure Shores,2000,2000s,pop,62,0.631,0.664,0.407,100.618,0.5591955726850479,0.5709
Kendrick Lamar,DNA.,2017,2010s,hip hop,0,0.636,0.517,0.394,139.928,0.6796620219389268,0.5708
Young Thug,The London (feat. J. Cole & Travis Scott),2019,2010s,"hip hop, pop",69,0.796,0.586,0.179,97.981,0.6704219784563692,0.5707
Imagine Dragons,Radioactive,2012,2010s,rock,77,0.448,0.784,0.236,136.245,0.831505089435715,0.5704
The Fray,You Found Me,2009,2000s,pop,73,0.338,0.803,0.4,151.994,0.7462199822116811,0.5701
Evanescence,Bring Me To Life,2003,2000s,metal,79,0.331,0.943,0.296,94.612,0.8561122640577132,0.57
Amanda Perez,Angel,2003,2000s,"pop, R&B",48,0.638,0.54,0.352,143.772,0.6752149421879632,0.57
Tamia,Stranger in My House,2000,2000s,"pop, R&B",48,0.676,0.601,0.206,119.94,0.7712718648087755,0.5699
Lil Wayne,6 Foot 7 Foot,2011,2010s,"hip hop, pop",1,0.364,0.752,0.606,79.119,0.7453799782587212,0.5698
Scooter,Nessaja,2013,2010s,"pop, Dance/Electronic",47,0.486,0.904,0.118,143.048,0.6854432256151793,0.5697
J Balvin,Mi Gente,2017,2010s,latin,53,0.548,0.701,0.309,104.237,0.7733965806897914,0.5696
Dean Lewis,Be Alright,2018,2010s,pop,79,0.553,0.586,0.443,126.684,0.7014033007214152,0.5696
Sam Smith,Dancing With A Stranger (with Normani),2019,2010s,pop,75,0.741,0.52,0.347,102.998,0.6424053760252989,0.5696
Chris Brown,Run It! (feat. Juelz Santana),2005,2000s,"hip hop, pop, R&B",71,0.846,0.482,0.212,100.969,0.681539677833778,0.5694
DJ Snake,Let Me Love You,2016,2010s,"hip hop, pop, Dance/Electronic",81,0.649,0.716,0.163,99.988,0.7482458740982311,0.5685
Craig David,Rise & Fall (feat. Sting),2002,2000s,"hip hop, pop, R&B",59,0.405,0.589,0.808,83.373,0.6425536120169977,0.5684
Lana Del Rey,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,2013,2010s,pop,72,0.572,0.81,0.11,126.052,0.7274928352604012,0.5682
Gabrielle,Rise,2001,2000s,"pop, R&B",60,0.558,0.481,0.631,144.673,0.5448660934874987,0.5679
Gabrielle,Rise,2001,2000s,"pop, R&B",60,0.558,0.481,0.631,144.673,0.5448660934874987,0.5679
Alessia Cara,Here,2015,2010s,"pop, R&B",0,0.379,0.799,0.359,120.892,0.8144579503903548,0.5679
Mariah Carey,Obsessed,2009,2000s,"pop, R&B",66,0.742,0.468,0.369,86.443,0.7390552426129063,0.5675
Fuel,Hemorrhage (In My Hands),2000,2000s,"rock, pop, metal",49,0.313,0.831,0.332,152.034,0.8212273940112659,0.5673
Billie Eilish,bad guy,2019,2010s,"pop, Dance/Electronic",83,0.701,0.425,0.562,135.128,0.47183516157723093,0.5673
Drake,Money In The Grave (Drake ft. Rick Ross),2019,2010s,"hip hop, pop, R&B",76,0.831,0.502,0.101,100.541,0.8137661824290938,0.5673
Gabrielle,Out Of Reach,2001,2000s,"pop, R&B",69,0.51,0.48,0.496,182.862,0.6891491254076489,0.567
Zara Larsson,I Would Like,2017,2010s,"pop, Dance/Electronic",57,0.486,0.713,0.297,121.028,0.8185097341634547,0.5667
Alessia Cara,Here,2016,2010s,"pop, R&B",66,0.376,0.822,0.327,120.493,0.8172744342326317,0.5665
blackbear,do re mi,2017,2010s,"hip hop, pop, Dance/Electronic",4,0.745,0.593,0.17,111.002,0.6998715288071944,0.5662
DJ Snake,Middle,2016,2010s,"hip hop, pop, Dance/Electronic",0,0.611,0.7,0.213,104.981,0.7502223539875482,0.5659
Bad Bunny,MIA (feat. Drake),2018,2010s,latin,77,0.817,0.539,0.158,97.062,0.6999209408044272,0.565
Imagine Dragons,Natural,2018,2010s,rock,80,0.704,0.611,0.22,100.0,0.7116315841486313,0.5647
Jeremih,Birthday Sex,2009,2000s,"hip hop, pop, R&B",67,0.677,0.523,0.446,60.019,0.7367822907401917,0.5636
DJ Snake,You Know You Like It,2014,2010s,"hip hop, pop, Dance/Electronic",69,0.407,0.725,0.247,196.093,0.7494811740290542,0.5632
DJ Snake,You Know You Like It,2014,2010s,"hip hop, pop, Dance/Electronic",69,0.407,0.725,0.247,196.093,0.7494811740290542,0.5632
Ludacris,Get Back,2004,2000s,"hip hop, pop",59,0.555,0.639,0.184,171.609,0.7586718055143788,0.5627
OneRepublic,Wherever I Go,2016,2010s,pop,70,0.552,0.689,0.349,99.961,0.6952268010672992,0.5619
J. Cole,MIDDLE CHILD,2019,2010s,hip hop,80,0.837,0.364,0.463,123.984,0.4348749876470007,0.5619
T-Pain,I'm N Luv (Wit a Stripper) (feat. Mike Jones),2005,2000s,"hip hop, pop, R&B",0,0.731,0.368,0.512,145.171,0.5007411799584939,0.5614
Leona Lewis,Bleeding Love,2007,2000s,"pop, R&B",75,0.638,0.656,0.225,104.036,0.722798695523273,0.5608
Demi Lovato,Cool for the Summer,2015,2010s,pop,0,0.586,0.613,0.319,114.101,0.737276410712521,0.5605
One Direction,Night Changes,2014,2010s,pop,83,0.672,0.52,0.37,120.001,0.6308429686727938,0.5602
Illy,Papercuts (feat. Vera Blue),2016,2010s,"hip hop, pop, Dance/Electronic",51,0.369,0.618,0.467,191.863,0.7021444806799091,0.5599
The White Stripes,Seven Nation Army,2003,2000s,"rock, blues",3,0.741,0.469,0.313,123.904,0.6367724083407452,0.5596
Nicki Minaj,Bed Of Lies,2014,2010s,"hip hop, pop",53,0.716,0.67,0.124,86.01,0.7280857792271963,0.5593
The Chainsmokers,Paris,2017,2010s,"pop, Dance/Electronic",73,0.653,0.658,0.219,99.99,0.6960173930230259,0.5586
Pretty Ricky,Grind With Me,2005,2000s,"hip hop, pop, R&B",63,0.7,0.538,0.189,136.518,0.7195375037058998,0.5585
Jonas Blue,Fast Car,2015,2010s,"pop, Dance/Electronic",1,0.459,0.587,0.581,113.901,0.6685937345587508,0.5579
Musiq Soulchild,Halfcrazy,2002,2000s,"pop, R&B",58,0.412,0.77,0.418,101.955,0.7143492439964423,0.5578
Jaheim,Put That Woman First,2002,2000s,"pop, R&B",55,0.649,0.536,0.513,78.935,0.5786144875975887,0.5576
Keri Hilson,Turnin Me On - Original Dirty,2008,2000s,"pop, R&B",41,0.661,0.584,0.0949,159.873,0.7621306453206839,0.5575
Swedish House Mafia,Save The World,2011,2010s,"pop, Dance/Electronic",65,0.507,0.665,0.4,126.879,0.6382053562605001,0.5575
Drake,Over,2010,2010s,"hip hop, pop, R&B",57,0.325,0.848,0.433,100.093,0.7363869947623283,0.5566
Beyoncé,Best Thing I Never Had,2011,2010s,"pop, R&B",69,0.545,0.649,0.297,99.099,0.8129261784761339,0.5566
Beyoncé,If I Were a Boy,2008,2000s,"pop, R&B",66,0.632,0.518,0.427,90.007,0.7109398161873702,0.5561
Jack Ü,Where Are Ü Now (with Justin Bieber),2015,2010s,"pop, Dance/Electronic",74,0.432,0.781,0.197,139.432,0.8141120664097242,0.5561
*NSYNC,Gone,2001,2000s,pop,45,0.699,0.403,0.5,113.922,0.5904733669334914,0.556
Twenty One Pilots,Heathens,2016,2010s,rock,80,0.732,0.396,0.548,90.024,0.5517343611028758,0.556
21 Savage,Bank Account,2017,2010s,hip hop,74,0.884,0.347,0.376,75.016,0.6071252100009882,0.5557
Nick Lachey,What's Left Of Me,2006,2000s,pop,37,0.42,0.742,0.294,149.965,0.7337187469117502,0.5553
Drake,Passionfruit,2017,2010s,"hip hop, pop, R&B",0,0.809,0.463,0.364,111.98,0.4514774187172645,0.555
FINNEAS,Let's Fall in Love for the Night,2018,2010s,"rock, pop, Dance/Electronic",71,0.737,0.408,0.374,127.921,0.6212570412096057,0.555
Thirty Seconds To Mars,The Kill,2005,2000s,rock,74,0.179,0.912,0.289,182.99,0.8218697499752939,0.5543
Blueface,Thotiana,2018,2010s,hip hop,1,0.906,0.382,0.391,104.025,0.3767170669038442,0.554
Sam Smith,How Do You Sleep?,2019,2010s,pop,73,0.477,0.682,0.345,110.567,0.7699871528807194,0.5534
M83,Midnight City,2011,2010s,"rock, pop, metal, Dance/Electronic",76,0.507,0.729,0.272,105.013,0.746862338175709,0.5533
Bruno Mars,Grenade,2010,2010s,pop,78,0.704,0.558,0.245,110.444,0.6542642553612017,0.5531
Sam Sparro,Black & Gold - Radio Edit,2008,2000s,"pop, Dance/Electronic",53,0.383,0.703,0.42,135.968,0.7344599268702441,0.5528
Hinder,Lips Of An Angel,2019,2010s,"pop, rock, metal",35,0.474,0.744,0.238,129.005,0.7475046941397372,0.5524
Lil Jon & The East Side Boyz,Get Low,2002,2000s,"hip hop, pop",47,0.78,0.604,0.12,101.043,0.6174029054254373,0.5521
